Customer_ID,Age,Gender,Marital_Status,Education_Level,Region,District/Location,Occupation,Monthly_Income,Savings_Balance,Loan_Amount,Loan_Term_Months,Loan_Purpose,Collateral_Type,Guarantor_Relationship,Dependents,Business_Experience_Years,Past_Defaults,Previous_Loans,Credit_History_Length,Employment_Status,House_Ownership,Loan_to_Income_Ratio,Savings_to_Income_Ratio,Debt_to_Income_Ratio,Credit_Score_Internal,Late_Payments_PastYear,Other_Debts,Mobile_Money_Transactions,Bank_Account,Financial_Literacy_Level,Community_Reputation,Loan_Officer_ID,Branch_ID,Application_Channel,Seasonality_Factor,Missed_Meetings,Default_Status
CUST-006992,44,Male,Married,Primary,Greater Accra,Tema,Transport Operator,7478,2481.0,1064,12,Others,None,None,3,6,2,Yes,7.0,Salaried,Own,0.14,0.33,0.14,629,5,0,442,No,Low,Poor,LO_010,Accra-01,Walk-in,0.97,0,Yes
CUST-006993,70,Male,Single,JHS,Ashanti,Kumasi Metro,Artisan,5057,610.0,25416,24,Trading,Guarantor,Spouse,1,23,0,No,3.0,Salaried,Family,5.03,0.12,5.03,750,1,0,868,No,Low,Good,LO_048,CapeCoast-07,Mobile,1.16,0,No
CUST-006994,37,Female,Married,JHS,Ashanti,Asokore Mampong,Artisan,8747,910.0,20977,24,Education,Guarantor,Friend,3,13,2,Yes,5.0,Salaried,Own,2.4,0.1,2.52,587,6,1107,2577,Yes,Medium,Poor,LO_001,Accra-01,Walk-in,1.04,1,No
CUST-006995,42,Male,Single,Primary,Ashanti,Kumasi Metro,Transport Operator,355,187.0,515,3,Education,Vehicle,None,1,0,0,No,1.0,Unemployed,Own,1.45,0.53,1.63,663,1,63,337,No,Medium,Good,LO_053,Koforidua-06,Mobile,1.07,1,No
CUST-006996,36,Female,Married,SHS,Greater Accra,Ga South,Transport Operator,5275,2599.0,16295,24,Trading,None,None,3,6,0,No,4.0,Self-Employed,Own,3.09,0.49,3.09,762,2,0,0,No,Low,Good,LO_003,Sekondi-05,Mobile,0.9,1,No
CUST-006997,35,Female,Married,Tertiary,Ashanti,Ahafo Ano North,Teacher,3458,227.0,14536,24,Farming,Guarantor,Sibling,3,5,0,No,7.0,Salaried,Rent,4.2,0.07,5.22,716,1,3516,5000,No,High,Good,LO_044,Sekondi-05,Walk-in,0.8,1,No
CUST-006998,44,Female,Single,SHS,Eastern,Abuakwa North,Teacher,4873,1978.0,23347,24,Others,Land,None,1,13,0,Yes,6.0,Salaried,Family,4.79,0.41,4.79,772,0,0,0,No,Medium,Good,LO_015,Koforidua-06,Agent,0.8,0,No
CUST-006999,20,Female,Single,Primary,Ashanti,Ahafo Ano North,Trader,2110,575.0,10948,12,Trading,None,Sibling,0,0,0,No,,Self-Employed,Rent,5.19,0.27,5.19,654,1,0,1821,Yes,Low,Average,LO_050,Kumasi-02,Agent,1.03,1,No
CUST-007000,39,Female,Married,None,Ashanti,Ejisu,Artisan,7765,1135.0,17491,24,Trading,Guarantor,Sibling,2,15,0,No,2.0,Self-Employed,Rent,2.25,0.15,2.25,772,1,0,4420,No,Medium,Good,LO_008,Tamale-03,Mobile,0.72,3,No
CUST-007001,53,Male,Married,JHS,Northern,Yendi,Artisan,947,209.0,2906,6,Trading,Guarantor,Friend,5,14,1,Yes,2.0,Self-Employed,Own,3.07,0.22,3.07,572,2,0,728,No,Medium,Average,LO_059,Accra-01,Mobile,0.75,0,No
CUST-007002,39,Male,Single,JHS,Western,Ahanta West,Transport Operator,7246,3529.0,7333,12,Transport,None,None,2,7,2,Yes,1.0,Self-Employed,Rent,1.01,0.49,2.25,601,2,9005,0,Yes,Medium,Poor,LO_045,CapeCoast-07,Walk-in,0.73,3,No
CUST-007003,51,Male,Single,Tertiary,Northern,Gushegu,Healthcare Worker,2614,795.0,20881,24,Housing,Guarantor,Sibling,0,15,2,Yes,2.0,Salaried,Family,7.99,0.3,9.1,520,0,2917,881,Yes,Medium,Poor,LO_047,Kumasi-02,Referral,0.75,2,No
CUST-007004,54,Female,Married,Primary,Ashanti,Kumasi Metro,Trader,3553,435.0,25703,24,Others,Land,None,1,21,0,No,11.0,Salaried,Own,7.23,0.12,7.62,704,1,1356,990,No,Medium,Average,LO_034,Sekondi-05,Mobile,0.89,0,No
CUST-007005,34,Female,Single,SHS,Central,Cape Coast,Artisan,1353,124.0,500,6,Others,Land,None,1,11,0,No,3.0,Self-Employed,Rent,0.37,0.09,0.37,707,0,0,0,Yes,Medium,Good,LO_032,Ho-04,Walk-in,1.03,0,No
CUST-007006,39,Female,Single,SHS,Volta,Hohoe,Trader,300,50.0,500,6,Education,None,None,1,0,0,No,5.0,Unemployed,Own,1.67,0.17,2.44,626,2,231,47,No,Low,Average,LO_039,Kumasi-02,Walk-in,1.04,0,No
CUST-007007,45,Female,Single,JHS,Northern,Savelugu,Trader,1302,294.0,6307,12,Farming,Guarantor,Sibling,0,10,0,Yes,1.0,Self-Employed,Own,4.84,0.23,4.84,676,0,0,0,No,Low,Good,LO_054,Ho-04,Walk-in,0.94,0,No
CUST-007008,34,Male,Married,JHS,Greater Accra,Ledzokuku-Krowor,Transport Operator,5174,1373.0,22033,24,Trading,Vehicle,Sibling,5,4,2,Yes,3.0,Self-Employed,Rent,4.26,0.27,4.26,581,0,0,2122,Yes,Medium,Poor,LO_004,Bolga-08,Walk-in,0.8,1,No
CUST-007009,33,Male,Single,JHS,Eastern,New Juaben,Artisan,1631,550.0,6453,6,Transport,Land,None,1,3,2,Yes,2.0,Self-Employed,Family,3.96,0.34,4.89,492,1,1529,1656,No,Medium,Poor,LO_016,Kumasi-02,Referral,1.18,2,Yes
CUST-007010,51,Male,Divorced,JHS,Northern,Yendi,Farmer,481,,738,6,Farming,Land,None,0,20,0,Yes,4.0,Self-Employed,Rent,1.53,,1.53,679,2,0,153,No,High,Average,LO_027,Kumasi-02,Walk-in,1.12,0,No
CUST-007011,50,Male,Married,JHS,Volta,Ho Municipal,Trader,2705,1099.0,8328,12,Education,None,None,0,19,0,Yes,5.0,Self-Employed,Own,3.08,0.41,4.46,706,0,3732,3909,Yes,High,Average,LO_020,Bolga-08,Walk-in,0.81,0,No
CUST-007012,28,Female,Single,Tertiary,Ashanti,Ahafo Ano North,Civil Servant,3471,1180.0,19334,24,Transport,Land,None,1,6,0,Yes,3.0,Salaried,Rent,5.57,0.34,5.57,708,0,0,985,Yes,High,Good,LO_033,Accra-01,Mobile,1.14,1,No
CUST-007013,22,Male,Married,SHS,Northern,Gushegu,Transport Operator,3131,351.0,500,6,Transport,Vehicle,None,4,1,0,No,,Self-Employed,Rent,0.16,0.11,2.73,699,0,8039,2645,No,Medium,Good,LO_049,Bolga-08,Walk-in,0.9,0,No
CUST-007014,35,Female,Married,JHS,Greater Accra,Accra Metro,Transport Operator,6437,3325.0,21111,24,Transport,Livestock,Friend,2,5,0,No,9.0,Self-Employed,Rent,3.28,0.52,3.28,800,1,0,0,Yes,Low,Good,LO_042,Koforidua-06,Referral,1.07,2,No
CUST-007015,38,Female,Single,SHS,Northern,Savelugu,Transport Operator,1900,1177.0,500,6,Trading,None,None,3,13,0,Yes,5.0,Self-Employed,Rent,0.26,0.62,0.51,768,1,463,1511,No,Low,Good,LO_035,Accra-01,Agent,0.78,0,No
CUST-007016,41,Male,Single,JHS,Central,Assin North,Trader,3626,1270.0,10129,24,Medical,Guarantor,Friend,1,17,0,No,4.0,Salaried,Rent,2.79,0.35,2.79,749,0,0,0,Yes,Low,Average,LO_034,Kumasi-02,Mobile,0.72,0,No
CUST-007017,20,Male,Single,Primary,Greater Accra,Tema,Transport Operator,2557,893.0,6634,12,Transport,None,None,1,0,0,No,,Self-Employed,Family,2.59,0.35,2.59,711,0,0,0,No,High,Good,LO_029,Ho-04,Mobile,0.95,0,No
CUST-007018,38,Male,Married,SHS,Upper East,Bawku,Trader,3269,621.0,27463,24,Trading,Guarantor,Spouse,2,9,0,Yes,6.0,Salaried,Rent,8.4,0.19,9.56,707,1,3781,0,Yes,Low,Good,LO_007,Kumasi-02,Mobile,0.92,0,No
CUST-007019,32,Male,Married,SHS,Volta,North Tongu,Trader,635,50.0,699,12,Farming,Guarantor,Sibling,2,10,0,Yes,5.0,Self-Employed,Family,1.1,0.08,1.1,679,0,0,277,No,Medium,Good,LO_060,Bolga-08,Mobile,1.25,1,No
CUST-007020,41,Female,Widowed,JHS,Greater Accra,Accra Metro,Trader,1302,1176.0,3500,12,Others,Guarantor,Sibling,1,15,0,Yes,2.0,Self-Employed,Own,2.69,0.9,3.77,705,2,1409,0,No,Low,Good,LO_017,Bolga-08,Walk-in,0.99,1,No
CUST-007021,44,Male,Married,Primary,Ashanti,Ejisu,Trader,1431,50.0,9374,12,Farming,None,None,3,12,0,No,6.0,Self-Employed,Family,6.55,0.03,6.55,654,2,0,2096,Yes,Low,Good,LO_043,Koforidua-06,Walk-in,1.16,2,Yes
CUST-007022,32,Female,Single,Primary,Central,Cape Coast,Fisherman,590,50.0,500,6,Trading,Vehicle,None,0,12,1,Yes,3.0,Self-Employed,Own,0.85,0.08,1.41,505,7,331,95,No,Low,Poor,LO_013,Accra-01,Walk-in,1.13,1,No
CUST-007023,23,Female,Single,SHS,Greater Accra,Ga South,Civil Servant,8991,4467.0,79764,24,Others,Guarantor,Parent,0,1,0,Yes,2.0,Self-Employed,Rent,8.87,0.5,8.87,728,1,0,1616,Yes,High,Average,LO_049,CapeCoast-07,Walk-in,0.76,0,No
CUST-007024,38,Male,Married,None,Eastern,Akyemansa,Artisan,5314,850.0,40373,36,Others,Vehicle,Spouse,3,7,0,Yes,3.0,Salaried,Own,7.6,0.16,8.22,734,0,3333,5000,Yes,Low,Good,LO_014,Accra-01,Walk-in,0.97,0,No
CUST-007025,33,Female,Single,Primary,Ashanti,Ejisu,Transport Operator,2050,397.0,20066,12,Trading,Vehicle,None,0,5,0,No,6.0,Salaried,Rent,9.79,0.19,11.23,629,2,2951,711,No,Medium,Average,LO_007,Accra-01,Walk-in,0.98,0,No
CUST-007026,28,Female,Married,SHS,Volta,Keta,Artisan,800,309.0,500,6,Farming,Guarantor,Parent,1,2,0,Yes,5.0,Self-Employed,Own,0.62,0.39,0.62,684,1,0,274,No,Medium,Good,LO_047,Kumasi-02,Walk-in,0.8,0,No
CUST-007027,39,Female,Married,Primary,Greater Accra,Tema,Transport Operator,9770,1014.0,8694,24,Trading,Guarantor,Sibling,1,9,0,Yes,3.0,Self-Employed,Family,0.89,0.1,0.89,828,2,0,0,Yes,Medium,Good,LO_054,Kumasi-02,Mobile,0.77,0,No
CUST-007028,29,Male,Single,SHS,Central,Komenda-Edina-Eguafo-Abirem,Teacher,1381,476.0,2926,12,Education,Land,None,1,4,0,Yes,3.0,Salaried,Rent,2.12,0.34,2.12,735,0,0,1568,Yes,Medium,Good,LO_016,Kumasi-02,Referral,1.04,3,No
CUST-007029,40,Male,Divorced,Primary,Northern,Gushegu,Artisan,9091,2495.0,500,12,Trading,None,None,3,9,0,No,6.0,Salaried,Family,0.05,0.27,0.05,843,1,0,5000,No,Low,Good,LO_052,CapeCoast-07,Referral,1.11,0,No
CUST-007030,26,Male,Single,SHS,Northern,Savelugu,Civil Servant,7137,1308.0,7187,24,Transport,None,None,0,4,0,No,3.0,Salaried,Rent,1.01,0.18,1.01,798,0,0,0,No,Medium,Good,LO_003,CapeCoast-07,Agent,0.97,4,No
CUST-007031,39,Male,Married,SHS,Eastern,Koforidua,Trader,5225,428.0,15275,24,Trading,Land,Parent,2,3,0,Yes,2.0,Self-Employed,Family,2.92,0.08,2.92,761,0,0,853,No,Medium,Good,LO_059,Tamale-03,Walk-in,0.81,2,No
CUST-007032,27,Female,Single,Primary,Northern,Yendi,Farmer,2084,1591.0,961,12,Transport,None,None,0,4,0,Yes,1.0,Salaried,Own,0.46,0.76,0.46,761,0,0,1536,No,Medium,Good,LO_047,Accra-01,Agent,0.93,2,No
CUST-007033,63,Female,Single,SHS,Northern,Gushegu,Artisan,771,43.0,500,6,Farming,Guarantor,Sibling,1,30,0,No,3.0,Self-Employed,Family,0.65,0.06,0.65,706,0,0,1130,No,Medium,Good,LO_001,Kumasi-02,Walk-in,1.22,0,No
CUST-007034,38,Female,Divorced,JHS,Greater Accra,Ga South,Trader,3056,1024.0,19888,12,Medical,Guarantor,Parent,0,6,0,No,5.0,Salaried,Family,6.51,0.34,6.51,705,2,0,0,Yes,Medium,Good,LO_050,Bolga-08,Mobile,0.94,3,No
CUST-007035,40,Male,Single,Primary,Ashanti,Ahafo Ano North,Trader,5117,1133.0,19161,24,Farming,None,None,0,12,0,Yes,3.0,Salaried,Rent,3.74,0.22,3.74,741,2,0,2689,Yes,Medium,Average,LO_024,Koforidua-06,Mobile,0.86,1,No
CUST-007036,25,Male,Single,None,Central,Komenda-Edina-Eguafo-Abirem,Trader,7928,1120.0,19463,24,Education,Livestock,None,2,1,0,Yes,4.0,Salaried,Own,2.45,0.14,2.52,803,2,504,3260,No,Low,Average,LO_042,Accra-01,Walk-in,1.18,0,Yes
CUST-007037,25,Female,Married,JHS,Ashanti,Ahafo Ano North,Transport Operator,5247,962.0,31937,36,Transport,Land,Friend,1,1,0,Yes,6.0,Self-Employed,Rent,6.09,0.18,8.33,700,1,11780,2866,No,Medium,Good,LO_022,CapeCoast-07,Walk-in,0.89,0,No
CUST-007038,25,Male,Married,SHS,Ashanti,Ahafo Ano North,Transport Operator,1888,112.0,8695,12,Transport,Guarantor,Parent,1,3,2,Yes,5.0,Self-Employed,Rent,4.61,0.06,4.61,475,3,0,776,Yes,High,Poor,LO_039,Sekondi-05,Walk-in,0.82,2,No
CUST-007039,25,Male,Single,Tertiary,Greater Accra,Accra Metro,Civil Servant,8676,1556.0,28732,24,Trading,Guarantor,Parent,0,1,0,No,,Salaried,Own,3.31,0.18,4.44,765,3,9801,5000,Yes,Medium,Average,LO_025,Ho-04,Mobile,0.73,1,Yes
CUST-007040,35,Female,Married,None,Ashanti,Ejisu,Artisan,2099,641.0,4973,12,Farming,Guarantor,None,2,8,0,No,1.0,Self-Employed,Rent,2.37,0.31,2.37,724,0,0,1509,No,High,Average,LO_007,Bolga-08,Mobile,1.15,0,No
CUST-007041,58,Male,Widowed,SHS,Eastern,Koforidua,Trader,3554,1262.0,8692,12,Transport,None,None,0,20,0,No,5.0,Self-Employed,Own,2.45,0.36,2.45,706,2,0,5000,No,Medium,Average,LO_010,Koforidua-06,Walk-in,0.85,2,No
CUST-007042,33,Female,Widowed,SHS,Ashanti,Asokore Mampong,Trader,2050,830.0,2407,6,Others,None,None,0,11,0,No,3.0,Self-Employed,Rent,1.17,0.4,1.17,732,0,0,2268,No,Medium,Good,LO_055,Bolga-08,Mobile,0.74,0,No
CUST-007043,25,Male,Married,Primary,Ashanti,Kumasi Metro,Trader,3743,1182.0,29256,12,Education,Guarantor,Spouse,5,3,0,Yes,3.0,Self-Employed,Rent,7.82,0.32,10.35,646,2,9495,3907,No,Medium,Average,LO_001,Tamale-03,Mobile,0.94,0,No
CUST-007044,37,Female,Married,Primary,Ashanti,Ahafo Ano North,Transport Operator,3862,844.0,689,6,Education,Guarantor,Sibling,1,10,0,Yes,2.0,Salaried,Family,0.18,0.22,0.79,749,0,2366,1176,No,Low,Good,LO_030,CapeCoast-07,Walk-in,0.74,0,No
CUST-007045,29,Female,Married,JHS,Northern,Yendi,Trader,2901,762.0,2777,12,Transport,Guarantor,Friend,0,6,0,No,4.0,Self-Employed,Family,0.96,0.26,3.46,732,0,7254,5000,No,Low,Good,LO_023,Accra-01,Mobile,0.93,0,No
CUST-007046,42,Male,Single,SHS,Ashanti,Asokore Mampong,Artisan,2210,50.0,14467,24,Medical,Guarantor,Parent,2,14,0,Yes,7.0,Self-Employed,Own,6.55,0.02,6.55,683,0,0,4451,Yes,Medium,Good,LO_054,Koforidua-06,Walk-in,0.8,1,No
CUST-007047,58,Female,Married,SHS,Greater Accra,Ledzokuku-Krowor,Trader,2655,719.0,7528,12,Housing,Vehicle,None,2,24,0,Yes,4.0,Self-Employed,Rent,2.84,0.27,2.84,741,0,0,2667,No,Medium,Good,LO_002,Kumasi-02,Agent,1.08,2,No
CUST-007048,67,Female,Married,SHS,Central,Assin North,Trader,797,50.0,500,12,Housing,None,None,1,24,0,Yes,5.0,Self-Employed,Own,0.63,0.06,0.63,666,2,0,984,No,High,Good,LO_057,Kumasi-02,Referral,0.99,2,No
CUST-007049,56,Female,Married,JHS,Central,Cape Coast,Trader,4327,379.0,19550,24,Medical,Livestock,None,4,17,0,No,4.0,Self-Employed,Own,4.52,0.09,4.52,745,2,0,3710,No,Medium,Good,LO_038,Tamale-03,Walk-in,1.07,0,No
CUST-007050,28,Male,Married,JHS,Volta,Hohoe,Trader,2681,1795.0,3263,6,Farming,None,None,4,4,0,No,6.0,Self-Employed,Rent,1.22,0.67,1.22,759,0,0,0,Yes,Low,Good,LO_050,Koforidua-06,Walk-in,1.02,0,No
CUST-007051,20,Female,Single,Tertiary,Ashanti,Kumasi Metro,Healthcare Worker,1771,555.0,2512,12,Farming,None,None,0,0,0,No,2.0,Salaried,Own,1.42,0.31,2.34,711,1,1629,1276,No,High,Good,LO_054,Tamale-03,Mobile,0.89,2,No
CUST-007052,29,Male,Married,SHS,Greater Accra,Accra Metro,Trader,4497,1686.0,33967,36,Housing,Vehicle,Parent,2,10,0,No,1.0,Self-Employed,Family,7.55,0.37,7.55,689,1,0,1848,No,Low,Good,LO_010,CapeCoast-07,Walk-in,1.04,0,No
CUST-007053,29,Female,Married,Tertiary,Central,Assin North,Healthcare Worker,2162,310.0,13455,12,Education,None,None,2,2,0,Yes,6.0,Salaried,Family,6.22,0.14,6.34,676,0,257,0,No,Medium,Good,LO_034,CapeCoast-07,Agent,0.71,2,No
CUST-007054,23,Female,Single,SHS,Greater Accra,Tema,Transport Operator,654,245.0,2313,6,Transport,None,None,0,2,0,No,,Self-Employed,Own,3.54,0.37,4.4,625,3,566,777,Yes,High,Average,LO_038,Koforidua-06,Mobile,0.84,0,No
CUST-007055,40,Male,Married,SHS,Ashanti,Kumasi Metro,Artisan,2061,558.0,500,3,Housing,None,None,2,11,0,Yes,4.0,Self-Employed,Rent,0.24,0.27,0.51,697,1,545,0,No,Medium,Average,LO_048,Koforidua-06,Agent,0.88,0,No
CUST-007056,42,Female,Married,JHS,Ashanti,Kumasi Metro,Trader,360,222.0,746,12,Education,Land,None,2,0,0,No,2.0,Unemployed,Rent,2.07,0.62,2.07,696,1,0,99,No,Medium,Good,LO_031,Bolga-08,Walk-in,0.72,0,No
CUST-007057,24,Male,Single,JHS,Central,Cape Coast,Artisan,883,234.0,4403,12,Others,Land,None,0,4,0,No,4.0,Self-Employed,Rent,4.99,0.27,4.99,648,1,0,722,No,Low,Good,LO_052,Koforidua-06,Walk-in,0.96,0,No
CUST-007058,52,Male,Single,Tertiary,Ashanti,Asokore Mampong,Healthcare Worker,4348,479.0,500,12,Others,None,None,1,12,0,No,2.0,Salaried,Own,0.11,0.11,0.53,747,4,1823,2194,No,Medium,Good,LO_022,CapeCoast-07,Mobile,0.97,0,Yes
CUST-007059,18,Female,Single,SHS,Ashanti,Ejisu,Trader,2691,294.0,13770,24,Medical,None,None,0,0,1,Yes,1.0,Self-Employed,Own,5.12,0.11,5.12,588,0,0,0,Yes,Medium,Average,LO_015,CapeCoast-07,Walk-in,0.83,0,No
CUST-007060,60,Female,Married,JHS,Western,Jomoro,Trader,1698,1137.0,9998,12,Education,Guarantor,Parent,4,9,0,No,3.0,Self-Employed,Family,5.89,0.67,7.82,673,3,3282,405,No,Medium,Good,LO_032,Koforidua-06,Walk-in,0.97,2,Yes
CUST-007061,25,Male,Single,SHS,Central,Assin North,Artisan,606,50.0,2436,6,Housing,Guarantor,Spouse,0,3,0,No,6.0,Self-Employed,Rent,4.02,0.08,6.09,664,0,1252,27,No,Medium,Good,LO_048,Sekondi-05,Walk-in,0.73,0,No
CUST-007062,51,Male,Married,JHS,Greater Accra,Tema,Trader,3529,1470.0,9461,12,Others,Land,None,2,23,0,No,5.0,Self-Employed,Rent,2.68,0.42,2.68,734,1,0,3209,Yes,Low,Good,LO_020,Sekondi-05,Agent,1.03,1,No
CUST-007063,57,Female,Married,Primary,Central,Cape Coast,Artisan,1276,367.0,2809,12,Transport,Land,None,2,24,0,Yes,6.0,Salaried,Family,2.2,0.29,2.2,708,1,0,994,No,Low,Good,LO_048,Kumasi-02,Walk-in,0.96,0,No
CUST-007064,37,Female,Married,None,Western,Ellembelle,Fisherman,3891,599.0,12768,24,Trading,None,Parent,1,10,0,No,9.0,Self-Employed,Family,3.28,0.15,3.28,761,0,0,0,No,Medium,Good,LO_005,Koforidua-06,Walk-in,0.86,1,No
CUST-007065,33,Male,Single,Tertiary,Upper East,Bawku,Trader,426,50.0,1513,6,Education,None,None,1,0,0,Yes,1.0,Unemployed,Own,3.55,0.12,3.55,649,4,0,103,No,Medium,Good,LO_011,Kumasi-02,Referral,0.82,1,Yes
CUST-007066,33,Male,Married,SHS,Greater Accra,Ledzokuku-Krowor,Transport Operator,506,68.0,500,12,Education,Vehicle,None,0,0,1,Yes,3.0,Casual,Rent,0.99,0.13,2.4,565,3,712,0,No,Low,Average,LO_016,Kumasi-02,Mobile,0.95,1,Yes
CUST-007067,35,Female,Divorced,SHS,Greater Accra,Ga South,Artisan,1275,420.0,836,6,Education,None,None,1,4,0,Yes,0.0,Self-Employed,Rent,0.66,0.33,2.35,718,0,2165,751,No,Medium,Good,LO_030,Bolga-08,Mobile,0.71,1,No
CUST-007068,45,Female,Married,Tertiary,Greater Accra,Ledzokuku-Krowor,Teacher,3283,1681.0,15876,24,Medical,Land,Parent,2,5,0,Yes,5.0,Salaried,Family,4.84,0.51,5.28,679,5,1449,4138,Yes,High,Average,LO_024,Kumasi-02,Walk-in,1.08,0,No
CUST-007069,37,Female,Single,SHS,Greater Accra,Ga South,Artisan,2117,1170.0,2841,12,Housing,None,None,0,5,0,Yes,2.0,Self-Employed,Own,1.34,0.55,1.34,761,0,0,0,No,Medium,Good,LO_033,Tamale-03,Mobile,0.88,1,No
CUST-007070,32,Male,Single,JHS,Ashanti,Kumasi Metro,Artisan,2377,834.0,5217,12,Farming,None,None,1,6,0,No,5.0,Self-Employed,Family,2.19,0.35,2.19,727,0,0,2646,No,Medium,Good,LO_020,CapeCoast-07,Mobile,1.14,0,No
CUST-007071,69,Female,Married,JHS,Upper East,Talensi,Farmer,588,117.0,922,6,Farming,Land,None,4,26,0,Yes,6.0,Self-Employed,Family,1.57,0.2,2.61,646,3,610,0,Yes,Medium,Average,LO_036,CapeCoast-07,Walk-in,1.26,1,No
CUST-007072,52,Female,Married,JHS,Eastern,Koforidua,Artisan,1252,533.0,1557,6,Education,None,None,2,16,0,Yes,3.0,Self-Employed,Family,1.24,0.43,1.24,693,1,0,0,Yes,Low,Good,LO_058,Kumasi-02,Walk-in,0.82,0,No
CUST-007073,52,Male,Married,Primary,Greater Accra,Accra Metro,Transport Operator,2491,359.0,500,6,Transport,Vehicle,None,5,19,0,Yes,6.0,Self-Employed,Own,0.2,0.14,0.2,739,1,0,4259,Yes,Medium,Good,LO_033,CapeCoast-07,Agent,0.91,0,No
CUST-007074,42,Female,Single,JHS,Greater Accra,Accra Metro,Transport Operator,4667,697.0,1694,6,Transport,None,None,0,11,0,No,2.0,Self-Employed,Rent,0.36,0.15,0.36,753,0,0,4911,No,Medium,Good,LO_047,Koforidua-06,Walk-in,1.08,2,No
CUST-007075,22,Female,Single,SHS,Greater Accra,Tema,Trader,1385,367.0,9868,12,Education,Vehicle,None,1,0,1,Yes,2.0,Self-Employed,Own,7.12,0.26,7.17,548,1,61,1194,Yes,Medium,Average,LO_020,Sekondi-05,Walk-in,0.73,0,No
CUST-007076,43,Male,Widowed,Primary,Ashanti,Kumasi Metro,Trader,3892,50.0,500,6,Farming,Land,None,0,8,0,Yes,1.0,Self-Employed,Own,0.13,0.01,0.13,701,0,0,1336,No,Low,Good,LO_001,Accra-01,Walk-in,0.72,1,No
CUST-007077,44,Female,Married,SHS,Ashanti,Kumasi Metro,Trader,2636,658.0,15380,24,Transport,None,None,2,15,0,Yes,5.0,Self-Employed,Family,5.83,0.25,5.83,703,2,0,3573,No,Medium,Good,LO_013,CapeCoast-07,Mobile,0.88,0,No
CUST-007078,56,Female,Married,SHS,Eastern,Koforidua,Civil Servant,4895,665.0,19171,24,Medical,Land,Sibling,6,15,0,No,3.0,Salaried,Rent,3.92,0.14,6.52,708,1,12767,0,No,Medium,Good,LO_024,Kumasi-02,Agent,0.89,1,No
CUST-007079,31,Female,Married,JHS,Upper East,Bongo,Farmer,5398,2894.0,33490,12,Trading,Land,Sibling,1,1,0,Yes,7.0,Salaried,Rent,6.2,0.54,6.41,801,0,1113,1548,No,Medium,Good,LO_016,Kumasi-02,Walk-in,1.01,0,No
CUST-007080,30,Female,Married,Primary,Northern,Savelugu,Farmer,607,289.0,2221,12,Farming,Guarantor,Parent,2,6,0,No,2.0,Self-Employed,Rent,3.66,0.48,6.15,656,0,1510,601,No,Low,Good,LO_022,Kumasi-02,Agent,1.26,1,No
CUST-007081,33,Male,Married,Primary,Central,Cape Coast,Trader,3530,1090.0,19804,24,Trading,Land,Friend,0,13,0,Yes,6.0,Salaried,Family,5.61,0.31,5.61,745,3,0,3666,No,Medium,Good,LO_058,CapeCoast-07,Mobile,1.13,0,Yes
CUST-007082,40,Male,Single,JHS,Central,Komenda-Edina-Eguafo-Abirem,Trader,5967,2130.0,500,6,Transport,None,None,0,17,0,Yes,2.0,Self-Employed,Rent,0.08,0.36,0.81,788,0,4307,1874,No,Low,Good,LO_030,Ho-04,Agent,1.02,0,No
CUST-007083,33,Female,Married,SHS,Western,Jomoro,Transport Operator,6437,1971.0,35764,36,Medical,None,Parent,1,8,0,No,3.0,Salaried,Own,5.56,0.31,5.56,754,2,0,5000,Yes,Medium,Good,LO_046,Accra-01,Mobile,1.19,1,Yes
CUST-007084,41,Male,Married,Primary,Upper East,Bawku,Farmer,50,50.0,500,6,Farming,None,None,6,7,0,Yes,4.0,Self-Employed,Own,10.0,1.0,10.0,631,3,0,12,No,Medium,Good,LO_001,Sekondi-05,Walk-in,1.11,1,Yes
CUST-007085,42,Male,Single,Primary,Ashanti,Ejisu,Trader,100,50.0,500,6,Education,Guarantor,Spouse,1,0,0,Yes,8.0,Unemployed,Rent,5.0,0.5,5.0,711,0,0,0,No,Medium,Good,LO_003,Ho-04,Mobile,1.17,0,No
CUST-007086,59,Male,Single,JHS,Volta,Ho Municipal,Artisan,1727,505.0,1387,3,Farming,None,None,1,22,0,Yes,3.0,Self-Employed,Rent,0.8,0.29,0.8,701,1,0,1423,No,Low,Good,LO_041,CapeCoast-07,Walk-in,1.0,0,No
CUST-007087,34,Male,Married,SHS,Greater Accra,Ledzokuku-Krowor,Trader,1929,175.0,12420,12,Housing,Guarantor,Friend,4,6,1,Yes,2.0,Self-Employed,Rent,6.44,0.09,6.44,580,1,0,271,No,High,Average,LO_035,Bolga-08,Walk-in,0.74,2,No
CUST-007088,51,Female,Single,SHS,Volta,North Tongu,Transport Operator,6440,305.0,7204,24,Transport,Land,None,2,12,0,Yes,6.0,Self-Employed,Family,1.12,0.05,3.56,748,0,15704,579,Yes,Medium,Good,LO_040,Accra-01,Walk-in,0.86,0,No
CUST-007089,53,Male,Married,JHS,Upper East,Talensi,Trader,3570,1895.0,10775,24,Trading,Land,Friend,6,21,0,No,8.0,Self-Employed,Family,3.02,0.53,3.02,752,0,0,4486,No,Medium,Good,LO_045,CapeCoast-07,Mobile,1.17,2,No
